# Volume [mL],Pressure [Bar]
9.143983833333332520e-03,-4.826325000000000753e-02
9.177317166666665652e-03,1.378950000000000098e-03
9.210650500000000518e-03,-9.101070000000001381e-02
9.243983833333333650e-03,-4.826325000000000753e-02
9.277317166666666781e-03,-6.894750000000000878e-02
9.310650499999999913e-03,-2.620005000000000250e-02
9.343983833333333044e-03,-7.584225000000001382e-02
9.377317166666666176e-03,2.206320000000000156e-02
9.410650499999999308e-03,-4.826325000000000753e-02
9.443983833333332439e-03,-7.584225000000001382e-02
9.477317166666665571e-03,-6.205275000000000374e-02
9.510650499999998703e-03,-9.101070000000001381e-02
9.543983833333331834e-03,-6.894750000000000878e-02
9.577317166666664966e-03,-9.101070000000001381e-02
9.610650499999999832e-03,-1.241054999999999936e-02
9.643983833333332964e-03,2.206320000000000156e-02
9.677317166666666096e-03,1.516844999999999999e-02
9.710650499999999227e-03,-6.894750000000000878e-02
9.743983833333332359e-03,-5.515800000000000564e-02
9.777317166666667225e-03,-8.273700000000000498e-02
9.810650500000000357e-03,1.378950000000000098e-03
9.843983833333333489e-03,-5.515800000000000564e-02
9.877317166666666620e-03,-7.584225000000001382e-02
9.910650499999999752e-03,4.412640000000000312e-02
9.943983833333332883e-03,3.033689999999999998e-02
9.977317166666666015e-03,-9.790545000000000497e-02
1.001065049999999915e-02,-2.620005000000000250e-02
1.004398383333333228e-02,-2.620005000000000250e-02
1.007731716666666541e-02,3.723165000000000502e-02
1.011065049999999854e-02,-5.515800000000000390e-03
1.014398383333333167e-02,-6.205275000000000374e-02
1.017731716666666654e-02,-7.584225000000001382e-02
1.021065049999999967e-02,-1.241054999999999936e-02
1.024398383333333280e-02,-9.790545000000000497e-02
1.027731716666666593e-02,-5.515800000000000390e-03
1.031065049999999907e-02,-2.620005000000000250e-02
1.034398383333333220e-02,-1.930530000000000093e-02
1.037731716666666706e-02,-1.930530000000000093e-02
1.041065050000000020e-02,1.516844999999999999e-02
1.044398383333333333e-02,-8.273700000000000498e-02
1.047731716666666646e-02,-3.447375000000000439e-02
1.051065049999999959e-02,-2.620005000000000250e-02
1.054398383333333272e-02,-5.515800000000000564e-02
1.057731716666666585e-02,-2.620005000000000250e-02
1.061065049999999899e-02,-6.205275000000000374e-02
1.064398383333333212e-02,-1.930530000000000093e-02
1.067731716666666698e-02,-7.584225000000001382e-02
1.071065049999999838e-02,-1.116949500000000151e-01
1.074398383333333325e-02,1.378950000000000098e-03
1.077731716666666464e-02,-8.273700000000000498e-02
1.081065049999999951e-02,-9.101070000000001381e-02
1.084398383333333438e-02,-4.826325000000000753e-02
1.087731716666666577e-02,-6.894750000000000878e-02
1.091065050000000064e-02,-7.584225000000001382e-02
1.094398383333333204e-02,1.378950000000000098e-03
1.097731716666666690e-02,-5.515800000000000564e-02
1.101065049999999830e-02,-4.826325000000000753e-02
1.104398383333333317e-02,3.033689999999999998e-02
1.107731716666666630e-02,-5.515800000000000390e-03
1.111065049999999943e-02,1.516844999999999999e-02
1.114398383333333256e-02,-4.136850000000000249e-02
1.117731716666666569e-02,-1.930530000000000093e-02
1.121065049999999882e-02,-1.930530000000000093e-02
1.124398383333333369e-02,-7.584225000000001382e-02
1.127731716666666509e-02,-1.930530000000000093e-02
1.131065049999999995e-02,-4.136850000000000249e-02
1.134398383333333135e-02,6.481065000000001131e-02
1.137731716666666622e-02,3.723165000000000502e-02
1.141065050000000108e-02,-6.894750000000000878e-02
1.144398383333333248e-02,-3.447375000000000439e-02
1.147731716666666735e-02,8.273700000000000152e-03
1.151065049999999874e-02,-6.894750000000000878e-02
1.154398383333333361e-02,-1.930530000000000093e-02
1.157731716666666501e-02,-5.515800000000000390e-03
1.161065049999999987e-02,-4.136850000000000249e-02
1.164398383333333301e-02,-6.205275000000000374e-02
1.167731716666666614e-02,-7.584225000000001382e-02
1.171065049999999927e-02,-1.930530000000000093e-02
1.174398383333333240e-02,8.273700000000000152e-03
1.177731716666666553e-02,-2.620005000000000250e-02
1.181065050000000040e-02,-7.584225000000001382e-02
1.184398383333333180e-02,-2.620005000000000250e-02
1.187731716666666666e-02,-3.447375000000000439e-02
1.191065049999999806e-02,-7.584225000000001382e-02
1.194398383333333293e-02,3.033689999999999998e-02
1.197731716666666779e-02,2.206320000000000156e-02
1.201065049999999919e-02,4.412640000000000312e-02
1.204398383333333405e-02,3.033689999999999998e-02
1.207731716666666545e-02,5.102115000000000122e-02
1.211065050000000032e-02,-5.515800000000000390e-03
1.214398383333333171e-02,3.033689999999999998e-02
1.217731716666666658e-02,-1.930530000000000093e-02
1.221065049999999971e-02,3.723165000000000502e-02
1.224398383333333284e-02,-1.930530000000000093e-02
1.227731716666666598e-02,-4.826325000000000753e-02
1.231065049999999911e-02,3.033689999999999998e-02
1.234398383333333224e-02,-4.136850000000000249e-02
1.237731716666666711e-02,2.206320000000000156e-02
1.241065049999999850e-02,-6.894750000000000878e-02
1.244398383333333337e-02,-4.136850000000000249e-02
1.247731716666666477e-02,1.516844999999999999e-02
1.251065049999999963e-02,-2.620005000000000250e-02
1.254398383333333103e-02,-8.273700000000000498e-02
1.257731716666666590e-02,-3.447375000000000439e-02
1.261065050000000076e-02,-6.205275000000000374e-02
1.264398383333333216e-02,-3.447375000000000439e-02
1.267731716666666703e-02,-1.930530000000000093e-02
1.271065049999999842e-02,-1.930530000000000093e-02
1.274398383333333329e-02,3.033689999999999998e-02
1.277731716666666642e-02,-6.205275000000000374e-02
1.281065049999999955e-02,3.033689999999999998e-02
1.284398383333333268e-02,2.206320000000000156e-02
1.287731716666666582e-02,-4.826325000000000753e-02
1.291065049999999895e-02,-5.515800000000000390e-03
1.294398383333333381e-02,1.378950000000000098e-03
1.297731716666666521e-02,-1.930530000000000093e-02
1.301065050000000008e-02,3.723165000000000502e-02
1.304398383333333147e-02,1.378950000000000098e-03
1.307731716666666634e-02,-8.273700000000000498e-02
1.311065049999999774e-02,-7.584225000000001382e-02
1.314398383333333260e-02,1.516844999999999999e-02
1.317731716666666747e-02,-5.515800000000000390e-03
1.321065049999999887e-02,4.412640000000000312e-02
1.324398383333333373e-02,-5.515800000000000390e-03
1.327731716666666513e-02,1.378950000000000098e-03
1.331065050000000000e-02,-9.101070000000001381e-02
1.334398383333333313e-02,-1.241054999999999936e-02
1.337731716666666626e-02,8.273700000000000152e-03
1.341065049999999939e-02,-6.205275000000000374e-02
1.344398383333333252e-02,8.273700000000000152e-03
1.347731716666666565e-02,1.516844999999999999e-02
1.351065050000000052e-02,-8.273700000000000498e-02
1.354398383333333192e-02,-4.826325000000000753e-02
1.357731716666666678e-02,-5.515800000000000564e-02
1.361065049999999818e-02,-5.515800000000000564e-02
1.364398383333333305e-02,3.033689999999999998e-02
1.367731716666666444e-02,-4.826325000000000753e-02
1.371065049999999931e-02,-8.273700000000000498e-02
1.374398383333333418e-02,8.273700000000000152e-03
1.377731716666666557e-02,-7.584225000000001382e-02
1.381065050000000044e-02,-8.273700000000000498e-02
1.384398383333333184e-02,-3.447375000000000439e-02
1.387731716666666670e-02,-1.241054999999999936e-02
1.391065049999999984e-02,3.723165000000000502e-02
1.394398383333333297e-02,-6.894750000000000878e-02
1.397731716666666610e-02,-4.136850000000000249e-02
1.401065049999999923e-02,1.378950000000000098e-03
1.404398383333333236e-02,-5.515800000000000564e-02
1.407731716666666723e-02,1.516844999999999999e-02
1.411065049999999862e-02,-6.894750000000000878e-02
1.414398383333333349e-02,-1.241054999999999936e-02
1.417731716666666489e-02,1.378950000000000098e-03
1.421065049999999975e-02,-7.584225000000001382e-02
1.424398383333333115e-02,-4.136850000000000249e-02
1.427731716666666602e-02,-5.515800000000000564e-02
1.431065050000000088e-02,-2.620005000000000250e-02
1.434398383333333228e-02,8.273700000000000152e-03
1.437731716666666715e-02,-1.241054999999999936e-02
1.441065049999999854e-02,-2.620005000000000250e-02
1.444398383333333341e-02,8.273700000000000152e-03
1.447731716666666654e-02,-6.205275000000000374e-02
1.451065049999999967e-02,-1.930530000000000093e-02
1.454398383333333281e-02,4.412640000000000312e-02
1.457731716666666594e-02,3.033689999999999998e-02
1.461065049999999907e-02,-4.826325000000000753e-02
1.464398383333333220e-02,-8.273700000000000498e-02
1.467731716666666533e-02,5.102115000000000122e-02
1.471065050000000020e-02,8.273700000000000152e-03
1.474398383333333160e-02,-4.136850000000000249e-02
1.477731716666666646e-02,-4.136850000000000249e-02
1.481065049999999786e-02,-5.515800000000000390e-03
1.484398383333333273e-02,-6.894750000000000878e-02
1.487731716666666759e-02,1.516844999999999999e-02
1.491065049999999899e-02,1.378950000000000098e-03
1.494398383333333385e-02,-6.205275000000000374e-02
1.497731716666666525e-02,1.378950000000000098e-03
1.501065050000000012e-02,8.273700000000000152e-03
1.504398383333333325e-02,-1.048002000000000100e-01
1.507731716666666638e-02,3.723165000000000502e-02
1.511065049999999951e-02,2.206320000000000156e-02
1.514398383333333264e-02,-5.515800000000000564e-02
1.517731716666666578e-02,-3.447375000000000439e-02
1.521065049999999891e-02,-6.894750000000000878e-02
1.524398383333333204e-02,1.516844999999999999e-02
1.527731716666666691e-02,-1.241054999999999936e-02
1.531065049999999830e-02,1.378950000000000098e-03
1.534398383333333317e-02,-1.241054999999999936e-02
