# Volume [mL],Pressure [Bar]
2.384385602416666305e+00,1.151285355000000088e+01
2.384352269083333198e+00,1.148389560000000031e+01
2.384318935749999646e+00,1.141356915000000072e+01
2.384285602416666539e+00,1.149906405000000120e+01
2.384252269083333431e+00,1.151285355000000088e+01
2.384218935749999879e+00,1.144252710000000128e+01
2.384185602416666772e+00,1.148389560000000031e+01
2.384152269083332776e+00,1.144942185000000201e+01
2.384118935749999668e+00,1.153353780000000128e+01
2.384085602416666561e+00,1.152664305000000056e+01
2.384052269083333009e+00,1.149906405000000120e+01
2.384018935749999901e+00,1.147010610000000064e+01
2.383985602416666794e+00,1.149079035000000104e+01
2.383952269083333242e+00,1.153353780000000128e+01
2.383918935750000134e+00,1.142735865000000217e+01
2.383885602416666138e+00,1.150595880000000015e+01
2.383852269083333031e+00,1.142735865000000217e+01
2.383818935749999923e+00,1.154043255000000023e+01
2.383785602416666372e+00,1.148389560000000031e+01
2.383752269083333264e+00,1.143425340000000112e+01
2.383718935750000156e+00,1.144942185000000201e+01
2.383685602416666605e+00,1.153353780000000128e+01
2.383652269083333053e+00,1.155560100000000290e+01
2.383618935749999501e+00,1.148389560000000031e+01
2.383585602416666394e+00,1.151285355000000088e+01
2.383552269083333286e+00,1.152664305000000056e+01
2.383518935749999734e+00,1.142735865000000217e+01
2.383485602416666627e+00,1.149079035000000104e+01
2.383452269083333519e+00,1.149079035000000104e+01
2.383418935749999967e+00,1.149079035000000104e+01
2.383385602416666416e+00,1.144252710000000128e+01
2.383352269083332864e+00,1.152664305000000056e+01
2.383318935749999756e+00,1.148389560000000031e+01
2.383285602416666649e+00,1.143425340000000112e+01
2.383252269083333097e+00,1.142046390000000144e+01
2.383218935749999989e+00,1.142735865000000217e+01
2.383185602416666882e+00,1.146321135000000169e+01
2.383152269083333330e+00,1.151974829999999983e+01
2.383118935749999778e+00,1.141356915000000072e+01
2.383085602416666227e+00,1.148389560000000031e+01
2.383052269083333119e+00,1.147700085000000136e+01
2.383018935750000011e+00,1.143425340000000112e+01
2.382985602416666460e+00,1.144252710000000128e+01
2.382952269083333352e+00,1.145631660000000096e+01
2.382918935750000244e+00,1.141356915000000072e+01
2.382885602416666249e+00,1.139288490000000209e+01
2.382852269083333141e+00,1.147700085000000136e+01
2.382818935749999589e+00,1.144942185000000201e+01
2.382785602416666482e+00,1.147700085000000136e+01
2.382752269083333374e+00,1.139288490000000209e+01
2.382718935749999822e+00,1.145631660000000096e+01
2.382685602416666715e+00,1.146321135000000169e+01
2.382652269083333607e+00,1.147010610000000064e+01
2.382618935749999611e+00,1.147010610000000064e+01
2.382585602416666504e+00,1.139977965000000104e+01
2.382552269083332952e+00,1.142046390000000144e+01
2.382518935749999844e+00,1.152664305000000056e+01
2.382485602416666737e+00,1.149079035000000104e+01
2.382452269083333185e+00,1.147010610000000064e+01
2.382418935750000077e+00,1.143425340000000112e+01
2.382385602416666082e+00,1.140667440000000177e+01
2.382352269083332974e+00,1.153353780000000128e+01
2.382318935749999866e+00,1.144942185000000201e+01
2.382285602416666315e+00,1.147010610000000064e+01
2.382252269083333207e+00,1.147010610000000064e+01
2.382218935750000099e+00,1.139288490000000209e+01
2.382185602416666548e+00,1.138599015000000136e+01
2.382152269083333440e+00,1.150595880000000015e+01
2.382118935749999444e+00,1.144942185000000201e+01
2.382085602416666337e+00,1.140667440000000177e+01
2.382052269083333229e+00,1.147010610000000064e+01
2.382018935749999677e+00,1.143425340000000112e+01
2.381985602416666570e+00,1.140667440000000177e+01
2.381952269083333462e+00,1.139977965000000104e+01
2.381918935749999910e+00,1.139288490000000209e+01
2.381885602416666803e+00,1.146321135000000169e+01
2.381852269083332807e+00,1.140667440000000177e+01
2.381818935749999699e+00,1.142046390000000144e+01
2.381785602416666592e+00,1.147010610000000064e+01
2.381752269083333040e+00,1.142735865000000217e+01
2.381718935749999932e+00,1.147010610000000064e+01
2.381685602416666825e+00,1.151285355000000088e+01
2.381652269083333273e+00,1.146321135000000169e+01
2.381618935749999721e+00,1.149079035000000104e+01
2.381585602416666170e+00,1.149079035000000104e+01
2.381552269083333062e+00,1.142046390000000144e+01
2.381518935749999955e+00,1.141356915000000072e+01
2.381485602416666403e+00,1.138599015000000136e+01
2.381452269083333295e+00,1.142735865000000217e+01
2.381418935750000188e+00,1.139288490000000209e+01
2.381385602416666636e+00,1.144942185000000201e+01
2.381352269083333084e+00,1.147010610000000064e+01
2.381318935749999532e+00,1.144942185000000201e+01
2.381285602416666425e+00,1.145631660000000096e+01
2.381252269083333317e+00,1.144942185000000201e+01
2.381218935749999766e+00,1.139977965000000104e+01
2.381185602416666658e+00,1.144942185000000201e+01
2.381152269083333550e+00,1.143425340000000112e+01
2.381118935749999999e+00,1.139977965000000104e+01
2.381085602416666447e+00,1.148389560000000031e+01
2.381052269083332895e+00,1.144252710000000128e+01
2.381018935749999788e+00,1.137082170000000225e+01
2.380985602416666680e+00,1.147700085000000136e+01
2.380952269083333128e+00,1.144252710000000128e+01
2.380918935750000021e+00,1.145631660000000096e+01
2.380885602416666913e+00,1.142735865000000217e+01
2.380852269083332917e+00,1.144942185000000201e+01
