# Volume (mL), Pressure (Bar)
6.476570704991237333e-03,4.136860000000000775e-04
7.397175820223265801e-03,-1.654744000000000310e-03
5.656210986990026224e-03,2.482116000000000357e-03
9.239123037470221497e-03,-5.791604000000000543e-03
8.384693198066197478e-03,-3.723174000000000101e-03
8.418026531399530610e-03,-3.723174000000000101e-03
8.451359864732863741e-03,-3.723174000000000101e-03
5.822877653656693617e-03,2.482116000000000357e-03
8.518026531399530005e-03,-3.723174000000000101e-03
5.889544320323359880e-03,2.482116000000000357e-03
8.584693198066196268e-03,-3.723174000000000101e-03
5.956210986990026143e-03,2.482116000000000357e-03
7.763842486889932851e-03,-1.654744000000000310e-03
8.684693198066195663e-03,-3.723174000000000101e-03
8.718026531399528795e-03,-3.723174000000000101e-03
8.751359864732861926e-03,-3.723174000000000101e-03
8.784693198066195058e-03,-3.723174000000000101e-03
8.818026531399528190e-03,-3.723174000000000101e-03
8.851359864732861321e-03,-3.723174000000000101e-03
9.772456370803555073e-03,-5.791604000000000543e-03
8.918026531399531054e-03,-3.723174000000000101e-03
7.176570704991238302e-03,4.136860000000000775e-04
6.322877653656692326e-03,2.482116000000000357e-03
9.905789704136887600e-03,-5.791604000000000543e-03
5.502763134409373313e-03,4.550545999999999931e-03
8.197175820223267032e-03,-1.654744000000000310e-03
9.118026531399529844e-03,-3.723174000000000101e-03
1.003912303747022186e-02,-5.791604000000000543e-03
9.184693198066196107e-03,-3.723174000000000101e-03
8.330509153556599558e-03,-1.654744000000000310e-03
9.251359864732862370e-03,-3.723174000000000101e-03
5.736096467742706970e-03,4.550545999999999931e-03
1.020578970413688752e-02,-5.791604000000000543e-03
9.351359864732861765e-03,-3.723174000000000101e-03
9.384693198066194897e-03,-3.723174000000000101e-03
9.418026531399528029e-03,-3.723174000000000101e-03
9.451359864732864630e-03,-3.723174000000000101e-03
9.484693198066197761e-03,-3.723174000000000101e-03
9.518026531399530893e-03,-3.723174000000000101e-03
1.043912303747022118e-02,-5.791604000000000543e-03
9.584693198066197156e-03,-3.723174000000000101e-03
1.050578970413688744e-02,-5.791604000000000543e-03
7.876570704991238403e-03,4.136860000000000775e-04
6.136096467742706284e-03,4.550545999999999931e-03
9.718026531399529683e-03,-3.723174000000000101e-03
7.089544320323357823e-03,2.482116000000000357e-03
8.897175820223266265e-03,-1.654744000000000310e-03
8.043237371657904061e-03,4.136860000000000775e-04
7.189544320323358953e-03,2.482116000000000357e-03
9.884693198066195341e-03,-3.723174000000000101e-03
9.918026531399528473e-03,-3.723174000000000101e-03
9.951359864732861604e-03,-3.723174000000000101e-03
9.984693198066194736e-03,-3.723174000000000101e-03
8.243237371657906321e-03,4.136860000000000775e-04
1.005135986473286447e-02,-3.723174000000000101e-03
8.309904038324572584e-03,4.136860000000000775e-04
9.230509153556601051e-03,-1.654744000000000310e-03
1.015135986473286386e-02,-3.723174000000000101e-03
1.018469319806619700e-02,-3.723174000000000101e-03
1.021802653139953013e-02,-3.723174000000000101e-03
8.476570704991238242e-03,4.136860000000000775e-04
1.028469319806619639e-02,-3.723174000000000101e-03
7.656210986990024531e-03,2.482116000000000357e-03
1.035135986473286265e-02,-3.723174000000000101e-03
8.609904038324570769e-03,4.136860000000000775e-04
1.041802653139952892e-02,-3.723174000000000101e-03
7.789544320323358792e-03,2.482116000000000357e-03
7.822877653656691924e-03,2.482116000000000357e-03
7.856210986990025055e-03,2.482116000000000357e-03
9.663842486889933497e-03,-1.654744000000000310e-03
7.922877653656691319e-03,2.482116000000000357e-03
1.061802653139953118e-02,-3.723174000000000101e-03
1.065135986473286431e-02,-3.723174000000000101e-03
8.022877653656692448e-03,2.482116000000000357e-03
1.071802653139953057e-02,-3.723174000000000101e-03
1.075135986473286370e-02,-3.723174000000000101e-03
8.122877653656691843e-03,2.482116000000000357e-03
8.156210986990024975e-03,2.482116000000000357e-03
9.963842486889933417e-03,-1.654744000000000310e-03
9.997175820223266549e-03,-1.654744000000000310e-03
8.256210986990024370e-03,2.482116000000000357e-03
1.183912303747021964e-02,-5.791604000000000543e-03
8.322877653656692368e-03,2.482116000000000357e-03
1.101802653139952876e-02,-3.723174000000000101e-03
1.105135986473286189e-02,-3.723174000000000101e-03
1.108469319806619502e-02,-3.723174000000000101e-03
1.111802653139952815e-02,-3.723174000000000101e-03
