# Volume (mL), Pressure (Bar)
1.252143008333333335e-02,-3.723174000000000101e-03
1.255476341666666648e-02,-3.723174000000000101e-03
1.258809674999999961e-02,4.550545999999999931e-03
1.262143008333333274e-02,2.482116000000000357e-03
1.265476341666666588e-02,2.482116000000000357e-03
1.268809674999999901e-02,-3.723174000000000101e-03
1.272143008333333387e-02,-1.654744000000000310e-03
1.275476341666666527e-02,-3.723174000000000101e-03
1.278809675000000014e-02,4.550545999999999931e-03
1.282143008333333153e-02,-3.723174000000000101e-03
1.285476341666666640e-02,-3.723174000000000101e-03
1.288809674999999780e-02,-1.654744000000000310e-03
1.292143008333333266e-02,4.550545999999999931e-03
1.295476341666666753e-02,2.482116000000000357e-03
1.298809674999999893e-02,-1.654744000000000310e-03
1.302143008333333379e-02,4.136860000000000775e-04
1.305476341666666519e-02,-3.723174000000000101e-03
1.308809675000000006e-02,2.482116000000000357e-03
1.312143008333333319e-02,-5.791604000000000543e-03
1.315476341666666632e-02,-3.723174000000000101e-03
1.318809674999999945e-02,-3.723174000000000101e-03
1.322143008333333258e-02,2.482116000000000357e-03
1.325476341666666572e-02,2.482116000000000357e-03
1.328809674999999885e-02,-1.654744000000000310e-03
1.332143008333333198e-02,4.550545999999999931e-03
1.335476341666666684e-02,-3.723174000000000101e-03
1.338809674999999824e-02,-3.723174000000000101e-03
1.342143008333333311e-02,-3.723174000000000101e-03
1.345476341666666451e-02,4.550545999999999931e-03
1.348809674999999937e-02,-3.723174000000000101e-03
1.352143008333333424e-02,-1.654744000000000310e-03
1.355476341666666563e-02,2.482116000000000357e-03
1.358809675000000050e-02,-1.654744000000000310e-03
1.362143008333333190e-02,2.482116000000000357e-03
1.365476341666666676e-02,-3.723174000000000101e-03
1.368809674999999990e-02,2.482116000000000357e-03
1.372143008333333303e-02,4.136860000000000775e-04
1.375476341666666616e-02,-3.723174000000000101e-03
1.378809674999999929e-02,-3.723174000000000101e-03
1.382143008333333242e-02,-3.723174000000000101e-03
1.385476341666666555e-02,-3.723174000000000101e-03
1.388809674999999869e-02,-3.723174000000000101e-03
1.392143008333333355e-02,-3.723174000000000101e-03
1.395476341666666495e-02,4.550545999999999931e-03
1.398809674999999982e-02,2.482116000000000357e-03
1.402143008333333121e-02,2.482116000000000357e-03
1.405476341666666608e-02,-1.654744000000000310e-03
1.408809675000000095e-02,-3.723174000000000101e-03
1.412143008333333234e-02,4.550545999999999931e-03
1.415476341666666721e-02,-1.654744000000000310e-03
1.418809674999999861e-02,4.136860000000000775e-04
1.422143008333333347e-02,-3.723174000000000101e-03
1.425476341666666660e-02,-3.723174000000000101e-03
1.428809674999999973e-02,-1.654744000000000310e-03
1.432143008333333287e-02,4.550545999999999931e-03
1.435476341666666600e-02,4.550545999999999931e-03
1.438809674999999913e-02,2.482116000000000357e-03
1.442143008333333226e-02,-3.723174000000000101e-03
1.445476341666666539e-02,2.482116000000000357e-03
1.448809675000000026e-02,4.136860000000000775e-04
1.452143008333333166e-02,-3.723174000000000101e-03
1.455476341666666652e-02,2.482116000000000357e-03
1.458809674999999792e-02,2.482116000000000357e-03
1.462143008333333279e-02,-3.723174000000000101e-03
1.465476341666666765e-02,2.482116000000000357e-03
1.468809674999999905e-02,2.482116000000000357e-03
1.472143008333333392e-02,-5.791604000000000543e-03
1.475476341666666531e-02,2.482116000000000357e-03
1.478809675000000018e-02,4.550545999999999931e-03
1.482143008333333331e-02,-3.723174000000000101e-03
1.485476341666666644e-02,4.550545999999999931e-03
1.488809674999999957e-02,-1.654744000000000310e-03
1.492143008333333271e-02,2.482116000000000357e-03
1.495476341666666584e-02,2.482116000000000357e-03
1.498809674999999897e-02,4.136860000000000775e-04
1.502143008333333210e-02,4.136860000000000775e-04
1.505476341666666697e-02,4.136860000000000775e-04
1.508809674999999836e-02,-1.654744000000000310e-03
1.512143008333333323e-02,2.482116000000000357e-03
1.515476341666666463e-02,4.550545999999999931e-03
1.518809674999999949e-02,4.136860000000000775e-04
1.522143008333333436e-02,4.136860000000000775e-04
1.525476341666666576e-02,4.136860000000000775e-04
1.528809675000000062e-02,-3.723174000000000101e-03
1.532143008333333202e-02,2.482116000000000357e-03
1.535476341666666689e-02,4.550545999999999931e-03
1.538809674999999828e-02,4.550545999999999931e-03
1.542143008333333315e-02,4.550545999999999931e-03
1.545476341666666628e-02,4.550545999999999931e-03
1.548809674999999941e-02,2.482116000000000357e-03
1.552143008333333254e-02,4.136860000000000775e-04
1.555476341666666568e-02,4.136860000000000775e-04
1.558809674999999881e-02,4.136860000000000775e-04
1.562143008333333367e-02,2.482116000000000357e-03
1.565476341666666507e-02,2.482116000000000357e-03
1.568809674999999820e-02,4.136860000000000775e-04
1.572143008333333133e-02,4.550545999999999931e-03
1.575476341666666447e-02,2.482116000000000357e-03
1.578809675000000107e-02,4.136860000000000775e-04
1.582143008333333073e-02,2.482116000000000357e-03
1.585476341666666733e-02,-1.654744000000000310e-03
1.588809674999999699e-02,-3.723174000000000101e-03
1.592143008333333359e-02,4.550545999999999931e-03
1.595476341666666326e-02,-3.723174000000000101e-03
1.598809674999999986e-02,2.482116000000000357e-03
1.602143008333333299e-02,2.482116000000000357e-03
1.605476341666666612e-02,4.550545999999999931e-03
1.608809674999999925e-02,4.550545999999999931e-03
1.612143008333333238e-02,4.550545999999999931e-03
1.615476341666666552e-02,4.136860000000000775e-04
1.618809674999999865e-02,4.550545999999999931e-03
1.622143008333333178e-02,2.482116000000000357e-03
1.625476341666666491e-02,2.482116000000000357e-03
1.628809674999999804e-02,2.482116000000000357e-03
1.632143008333333117e-02,2.482116000000000357e-03
1.635476341666666777e-02,4.550545999999999931e-03
1.638809674999999744e-02,2.482116000000000357e-03
1.642143008333333404e-02,4.550545999999999931e-03
