# Volume (mL), Pressure (Bar)
1.591655015023387909e+00,2.363388118000000482e+00
1.592315926075169585e+00,2.361319688000000472e+00
1.592976954990526828e+00,2.359251258000000462e+00
1.593638101829728981e+00,2.357182828000000452e+00
1.592215926075169374e+00,2.361319688000000472e+00
1.592876954990527061e+00,2.359251258000000462e+00
1.592149259408502715e+00,2.361319688000000472e+00
1.593504768496396107e+00,2.357182828000000452e+00
1.592082592741836056e+00,2.361319688000000472e+00
1.592049259408502504e+00,2.361319688000000472e+00
1.592015926075168952e+00,2.361319688000000472e+00
1.594066033319761377e+00,2.355114397999999998e+00
1.593338101829729236e+00,2.357182828000000452e+00
1.591915926075169185e+00,2.361319688000000472e+00
1.591882592741836078e+00,2.361319688000000472e+00
1.591849259408502970e+00,2.361319688000000472e+00
1.591815926075169418e+00,2.361319688000000472e+00
1.591088348356721083e+00,2.363388118000000482e+00
1.591055015023387531e+00,2.363388118000000482e+00
1.593799366653094740e+00,2.355114397999999998e+00
1.591682592741836100e+00,2.361319688000000472e+00
1.593038101829729047e+00,2.357182828000000452e+00
1.591615926075169440e+00,2.361319688000000472e+00
1.590888348356721549e+00,2.363388118000000482e+00
1.591549259408502781e+00,2.361319688000000472e+00
1.591515926075169229e+00,2.361319688000000472e+00
1.593566033319761210e+00,2.355114397999999998e+00
1.592838101829729069e+00,2.357182828000000452e+00
1.591415926075169462e+00,2.361319688000000472e+00
